Unnamed: 0,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
138,9473,72,19,1636,Arizona,34.50293741147144,110.72357387637418
140,9170,42,16,1600,Arizona,31.37429098919769,109.37006921900796
141,8922,34,16,1600,Arizona,35.63127325249368,109.7749873065805
142,8922,34,16,1600,Arizona,34.26556259106799,111.99795024222176
144,8674,34,16,1600,Arizona,36.839357279157184,109.63215351897428
146,8178,34,16,1600,Arizona,31.824207956422,111.8779171429205
149,7435,34,16,1536,Arizona,33.63263583677771,114.25551598296197
150,7435,34,16,1536,Arizona,34.69028406829951,109.06703807546808
151,7150,34,16,1458,Arizona,34.1054643773705,112.62714338578893
152,6939,34,16,1438,Arizona,36.74314998932197,110.77545876737432
153,6939,34,16,1279,Arizona,31.81852012048158,113.01038043556842
154,6932,34,16,1279,Arizona,33.78086065011725,109.53151897875442
155,6746,34,16,1279,Arizona,34.54553741806957,112.59460186604444
156,6674,34,15,1279,Arizona,35.53274751913924,112.89268545323102
157,6444,34,14,1279,Arizona,33.124603723451955,109.1949844729629
158,6244,34,12,1279,Arizona,36.99597325056927,113.55711382338438
159,6196,34,12,1279,Arizona,35.71777543628296,111.79364505664914
160,5948,34,12,1197,Arizona,35.02676337532547,112.0665289798202
161,5948,34,12,1151,Arizona,31.85167737942024,114.7475361705347
163,5825,34,12,1120,Arizona,34.45817328882164,114.39587646811678
164,5700,34,12,1023,Arizona,33.92188918537782,109.54240858018666
165,5583,34,12,1002,Arizona,34.0727829807082,111.38947232351777
166,5454,30,12,983,Arizona,32.21202553780416,109.08073463790365
168,5452,27,12,958,Arizona,35.55586281542105,110.4033148959479
169,5236,26,12,958,Arizona,31.982755771370947,113.80596038837268
170,5204,26,12,958,Arizona,33.79107203379488,110.54382760282364
171,5204,26,12,958,Arizona,32.330484804191826,113.43596546582168
172,4995,26,12,958,Arizona,33.45418222948699,109.20220419091312
173,4956,26,12,958,Arizona,32.04035377749963,110.86664343828684
176,4662,26,12,958,Arizona,34.52879156244474,112.949434881233
179,4461,21,12,958,Arizona,34.834945780425286,111.45467099756944
180,4461,18,12,958,Arizona,35.45137779018834,113.99926810882988
182,4213,16,12,958,Arizona,36.66697755809046,114.23812549295694
184,3965,16,12,958,Arizona,34.09783016528957,111.4874751702492
185,3965,16,12,958,Arizona,32.05541761039901,113.7617055726733
186,3965,16,12,958,Arizona,33.54086332349575,110.32230082660666
190,3717,16,12,894,Arizona,32.720507605433035,111.91007765923374
191,3552,16,12,878,Arizona,31.78628421250019,112.97826476922924
194,3222,16,12,851,Arizona,31.942625560567286,112.16137449256578
195,3222,16,12,800,Arizona,33.15180344913274,110.83772643473144
198,2974,16,12,800,Arizona,34.727683768132906,114.2410470584438
202,2971,16,12,766,Arizona,34.721653254336495,109.4045177827396
204,2726,16,12,766,Arizona,32.45400666467417,112.98689721017678
205,2726,16,12,766,Arizona,32.942683901039544,114.79173012838255
206,2726,16,12,752,Arizona,36.03224034893204,114.38835503957512
207,2706,16,12,745,Arizona,34.9846196442038,111.2346068427142
208,2581,16,12,735,Arizona,36.560659659633366,113.5775283166712
210,2478,16,12,717,Arizona,36.57790129373291,113.44916689215997
211,2478,16,12,704,Arizona,31.36510254741641,112.12149463634692
212,2478,16,12,702,Arizona,34.286671021508255,112.86875319570665
213,2478,16,12,692,Arizona,32.13396061762661,113.0325349355318
215,2478,16,12,671,Arizona,34.99367210501089,114.75322162045812
217,2357,16,12,657,Arizona,31.64900516963694,109.41388618270452
219,2241,16,12,639,Arizona,34.88647311432396,110.00156147620852
220,2230,16,12,638,Arizona,32.07159913488552,109.23614667613828
221,2230,16,12,638,Arizona,34.39521530868642,111.9076702932908
222,2230,16,12,638,Arizona,33.260614498399384,113.62862162518812
223,2230,16,12,638,Arizona,31.524591043258752,110.50606083338498
224,2230,16,12,638,Arizona,31.422967591290487,113.05111292560176
229,2230,16,12,638,Arizona,34.32029891396807,110.19296654452933
230,2230,16,12,638,Arizona,36.91076680639424,111.5575550246246
231,2230,16,12,638,Arizona,32.57649368980734,110.16426253453508
232,2230,16,12,638,Arizona,36.91878213166177,110.00486818033762
233,2230,16,12,638,Arizona,34.24717484412328,112.86811596057454
235,2230,16,12,638,Arizona,31.89491533943268,113.52513384969642
237,1982,16,12,638,Arizona,33.770450390131046,111.64455827395172
239,1982,16,12,638,Arizona,35.16732006306005,113.27932690127908
242,1982,16,12,638,Arizona,34.34810221499728,112.67916920263116
243,1982,16,12,638,Arizona,32.652768773443576,111.7036473922602
244,1982,16,12,638,Arizona,33.449796166117515,110.04192281533663
245,1982,16,12,638,Arizona,32.26575622518737,114.1884149041176
247,1982,16,12,638,Arizona,34.64996365982795,113.0588346787969
248,1982,16,12,638,Arizona,33.21102970556474,110.2981744524247
249,1982,16,12,638,Arizona,32.460851589067715,109.60561360456704
251,1846,16,12,622,Arizona,36.05307258270668,111.96590009835636
252,1734,16,12,613,Arizona,31.792694713637644,111.81531742567586
254,1734,16,12,603,Arizona,31.954618388988838,112.2523577291208
255,1734,16,12,596,Arizona,35.59913454508827,111.65315866191212
